policy,topology_preserved,full_degree_2_total,degree_2_reduction_vs_dense,nodes_count,nodes_mean,nodes_median,nodes_p95,nodes_p99,nodes_max,nodes_over_70,nodes_over_120,nodes_fraction_over_70,nodes_fraction_over_120,edges_count,edges_mean,edges_median,edges_p95,edges_p99,edges_max,edges_over_70,edges_over_120,edges_fraction_over_70,edges_fraction_over_120
optimal_radius_1p25x_c095,14/14,7632,0.8939145422701621,2326,24.709802235597593,14.0,86.0,129.0,168,182,32,0.07824591573516768,0.013757523645743766,2326,22.840928632846087,11.0,85.0,131.0,182,171,37,0.07351676698194325,0.01590713671539123
optimal_radius_1x_c095,14/14,8071,0.8878124044369076,2326,25.503009458297505,14.0,89.0,132.5,170,193,38,0.08297506448839209,0.01633705932932072,2326,23.634135855546003,12.0,87.75,135.0,184,187,46,0.08039552880481514,0.019776440240756664
