representation,anchor_a,anchor_b,parallel_branch_index,dense_length_mm,length_mm,absolute_length_error_mm,absolute_arc_chord_tortuosity_error,reference_samples,representation_samples,subject,stratum
adaptive,29,97,0,104.76094086009746,88.6924451431149,16.068495716982568,0.2118268117297623,421,356,topcow_ct_005,TopBrain-CT
adaptive,29,102,0,4.133442973711283,3.4858898752909924,0.6475530984202904,0.1857640721843614,18,15,topcow_ct_005,TopBrain-CT
adaptive,30,39,0,34.888596365297126,29.73528496742133,5.153311397875797,0.3117083554392735,141,120,topcow_ct_005,TopBrain-CT
adaptive,30,41,0,20.593391089043763,17.303088767084592,3.290302321959171,0.19749880917597956,84,71,topcow_ct_005,TopBrain-CT
adaptive,30,86,0,52.97608179619253,45.362245060934924,7.613836735257607,0.2950593859737803,213,183,topcow_ct_005,TopBrain-CT
adaptive,31,44,0,8.416201203031742,7.207764832274899,1.2084363707568428,0.17493736936913387,35,30,topcow_ct_005,TopBrain-CT
adaptive,32,57,0,22.29305128104181,17.440688293484655,4.852362987557154,0.3194324961547848,91,71,topcow_ct_005,TopBrain-CT
adaptive,32,96,0,57.05454325941928,44.530083251344536,12.524460008074747,0.4092488276611083,230,180,topcow_ct_005,TopBrain-CT
adaptive,33,43,0,23.883910200688092,20.155629619011805,3.7282805816762874,0.5640861867677979,97,82,topcow_ct_005,TopBrain-CT
adaptive,33,93,0,9.346182456440332,7.284536919886394,2.0616455365539377,0.3045344199647577,39,31,topcow_ct_005,TopBrain-CT
adaptive,33,94,0,9.958927679872053,8.600708355984384,1.3582193238876688,0.1688118928708944,41,36,topcow_ct_005,TopBrain-CT
adaptive,34,37,0,4.7619111577918565,4.006752976914825,0.7551581808770313,0.21300468019944593,21,18,topcow_ct_005,TopBrain-CT
adaptive,34,40,0,7.000091062175124,5.649316347551396,1.3507747146237277,0.9212154789131262,30,24,topcow_ct_005,TopBrain-CT
adaptive,34,40,1,3.189647225275796,1.4662961549640987,1.7233510703116974,1.1753090018529664,14,7,topcow_ct_005,TopBrain-CT
adaptive,34,98,0,3.026950403282973,2.696579456154587,0.3303709471283862,0.12423692074251193,14,12,topcow_ct_005,TopBrain-CT
adaptive,35,41,0,7.67982152906923,6.8984728906226955,0.7813486384465342,0.11326400071944115,32,29,topcow_ct_005,TopBrain-CT
adaptive,35,44,0,18.168970251236797,16.826966142201073,1.3420041090357238,0.07975318293831078,74,69,topcow_ct_005,TopBrain-CT
adaptive,35,95,0,10.082800890056685,8.484220058962503,1.598580831094182,0.2157891994311004,42,35,topcow_ct_005,TopBrain-CT
adaptive,36,37,0,16.67997435493486,13.296078459643113,3.3838958952917473,0.2648167842049257,68,55,topcow_ct_005,TopBrain-CT
adaptive,36,101,0,12.525816714993876,10.011613964157123,2.5142027508367537,0.25268548192241413,52,42,topcow_ct_005,TopBrain-CT
adaptive,36,104,0,3.026950403282973,2.6791036291191617,0.3478467741638114,0.13080875448631335,14,12,topcow_ct_005,TopBrain-CT
adaptive,37,40,0,3.8238254032829735,3.1349252593386634,0.6889001439443101,0.22993531351350766,17,14,topcow_ct_005,TopBrain-CT
adaptive,38,42,0,9.65741298677371,8.031342311151313,1.6260706756223975,0.22672759811856158,40,34,topcow_ct_005,TopBrain-CT
adaptive,38,100,0,17.314729765206867,14.595817356930167,2.718912408276699,0.2081060241451323,71,60,topcow_ct_005,TopBrain-CT
adaptive,38,107,0,27.85880487556625,22.158999191671473,5.699805683894777,0.36867377502434523,113,90,topcow_ct_005,TopBrain-CT
adaptive,39,43,0,1.336523254508883,1.1645867108254542,0.1719365436834288,0.1476373910892053,7,6,topcow_ct_005,TopBrain-CT
adaptive,39,45,0,2.838084725275796,2.767104843802838,0.07097988147295808,0.03190697935051184,13,13,topcow_ct_005,TopBrain-CT
adaptive,41,55,0,20.447784529477293,16.98392579327767,3.4638587361996223,0.2039492387308143,83,69,topcow_ct_005,TopBrain-CT
adaptive,42,103,0,2.15722571625803,2.031640587447125,0.1255851288109051,0.06181463866535082,10,10,topcow_ct_005,TopBrain-CT
adaptive,42,106,0,55.6477504718045,46.23040568648188,9.41734478532262,0.2051887147304946,224,186,topcow_ct_005,TopBrain-CT
adaptive,43,45,0,2.8142572635266485,2.8142572635266485,0.0,0.0,13,13,topcow_ct_005,TopBrain-CT
adaptive,44,47,0,2.673046509017766,2.3291734216509083,0.3438730873668576,0.1476373910892053,12,11,topcow_ct_005,TopBrain-CT
adaptive,44,99,0,5.469966228220166,3.917475429151713,1.5524907990684529,0.410721628989166,23,17,topcow_ct_005,TopBrain-CT
adaptive,45,51,0,7.561225384167947,6.749236469797985,0.8119889143699615,0.12320163423529747,32,28,topcow_ct_005,TopBrain-CT
adaptive,45,55,0,34.09136422442771,28.326676074095108,5.764688150332599,0.3295441040287792,138,115,topcow_ct_005,TopBrain-CT
adaptive,46,50,0,11.09793796765869,10.375842231842013,0.7220957358166764,0.0717048987285646,46,43,topcow_ct_005,TopBrain-CT
adaptive,46,53,0,18.59417088400409,14.62790842845879,3.9662624555452997,0.4404778181039731,76,60,topcow_ct_005,TopBrain-CT
adaptive,46,105,0,5.6366174043832675,5.399076255625817,0.23754114875745014,0.04399662785090934,24,23,topcow_ct_005,TopBrain-CT
adaptive,47,58,0,72.85453468809328,61.86885184958182,10.985682838511458,0.24619175673651952,293,249,topcow_ct_005,TopBrain-CT
adaptive,47,115,0,30.579854926707668,25.303001761345993,5.2768531653616755,0.3118541459235729,124,103,topcow_ct_005,TopBrain-CT
adaptive,48,49,0,3.962694763526649,3.3262263510292334,0.6364684124974156,0.1913484968635623,17,15,topcow_ct_005,TopBrain-CT
adaptive,48,109,0,2.8938441498743845,2.493754405541221,0.40008974433316347,0.16043670677599534,13,11,topcow_ct_005,TopBrain-CT
adaptive,49,50,0,4.996329124685962,4.656046818134054,0.3402823065519085,0.07308395294192493,21,20,topcow_ct_005,TopBrain-CT
adaptive,49,111,0,3.88432072932046,3.6231979626515716,0.26112276666888823,0.07206969350297114,17,16,topcow_ct_005,TopBrain-CT
adaptive,50,53,0,2.1857890794460753,1.9589600338093935,0.22682904563668171,0.11579054279917593,10,9,topcow_ct_005,TopBrain-CT
adaptive,51,52,0,13.04476734776117,10.67516703933768,2.3696003084234896,1.042520041611892,54,44,topcow_ct_005,TopBrain-CT
adaptive,51,52,1,2.696873970766913,2.272954201206274,0.42391976956063937,0.18650607624898996,12,11,topcow_ct_005,TopBrain-CT
adaptive,52,54,0,15.209114950387734,12.186510653568082,3.0226042968196527,0.2908665081849068,62,50,topcow_ct_005,TopBrain-CT
adaptive,53,112,0,3.1477022957041054,2.6179802903729525,0.5297220053311529,0.20233995163335997,14,12,topcow_ct_005,TopBrain-CT
adaptive,54,113,0,5.216108082390445,4.441899761554931,0.7742083208355135,0.17874688355677304,22,19,topcow_ct_005,TopBrain-CT
adaptive,54,116,0,8.049456906227343,7.100053985820284,0.9494029204070591,0.13371770444325326,34,30,topcow_ct_005,TopBrain-CT
adaptive,55,121,0,58.69624368863445,50.08728809697526,8.608955591659196,0.3162819586776924,236,202,topcow_ct_005,TopBrain-CT
adaptive,56,58,0,14.44315323008504,12.357533394263296,2.0856198358217437,0.17914874259996272,59,51,topcow_ct_005,TopBrain-CT
adaptive,56,108,0,50.10767116949864,40.51284716269627,9.59482400680237,0.8010950329441144,202,164,topcow_ct_005,TopBrain-CT
adaptive,56,110,0,5.381146298648475,4.337733734295059,1.0434125643534164,0.24401723193689218,23,19,topcow_ct_005,TopBrain-CT
adaptive,57,59,0,18.51946947742023,15.180821637039148,3.338647840381082,0.23949089424415607,76,62,topcow_ct_005,TopBrain-CT
adaptive,57,114,0,29.27976077683329,22.535047979271717,6.744712797561572,0.5491468124061957,119,92,topcow_ct_005,TopBrain-CT
adaptive,58,117,0,3.6826146487740905,3.4042514922749536,0.2783631564991369,0.08176926914207376,16,15,topcow_ct_005,TopBrain-CT
adaptive,59,60,0,10.703164573036965,9.121716436769551,1.5814481362674133,0.17582798527498755,44,38,topcow_ct_005,TopBrain-CT
adaptive,59,61,0,11.905020103370347,9.713786335530814,2.191233767839533,0.28335787249292277,49,40,topcow_ct_005,TopBrain-CT
adaptive,60,62,0,7.603364482729049,5.663958956234287,1.9394055264947614,0.343719677120753,32,24,topcow_ct_005,TopBrain-CT
adaptive,60,120,0,8.94774495644033,6.801093651858238,2.1466513045820914,0.3817561608433579,37,29,topcow_ct_005,TopBrain-CT
adaptive,61,63,0,10.640566612388113,9.273572192699799,1.3669944196883144,0.14805326633959126,44,39,topcow_ct_005,TopBrain-CT
adaptive,61,123,0,16.697294854771005,13.872579319761705,2.8247155350093003,0.2735298971642246,68,57,topcow_ct_005,TopBrain-CT
adaptive,62,64,0,6.319232053157358,5.193104577305933,1.1261274758514253,0.2256476019865893,27,22,topcow_ct_005,TopBrain-CT
adaptive,62,65,0,4.765279757453253,4.131918913319815,0.6333608441334375,0.15328491614191914,21,18,topcow_ct_005,TopBrain-CT
adaptive,63,65,0,1.9238264325160603,1.7818666695701448,0.1419597629459155,0.07966912753363398,9,9,topcow_ct_005,TopBrain-CT
adaptive,63,66,0,4.596872941533826,3.86654824261899,0.7303246989148362,0.18888286220377115,20,17,topcow_ct_005,TopBrain-CT
adaptive,64,70,0,12.784172002608656,10.033796142928216,2.7503758596804406,0.35524387100061433,53,42,topcow_ct_005,TopBrain-CT
adaptive,64,122,0,55.73477179472576,45.35968362344015,10.375088171285611,0.5237298853328569,224,183,topcow_ct_005,TopBrain-CT
adaptive,65,72,0,30.246841199403143,25.445766304863014,4.801074894540129,0.26406675792951984,122,103,topcow_ct_005,TopBrain-CT
adaptive,66,67,0,37.016963212650225,29.91074875264463,7.106214460005596,0.3015314019456396,150,121,topcow_ct_005,TopBrain-CT
adaptive,66,71,0,11.015176650638967,9.611915893399624,1.4032607572393427,0.14851980745766108,46,40,topcow_ct_005,TopBrain-CT
adaptive,67,68,0,1.734960754508883,1.4662961549640987,0.2686645995447843,0.18322669580441092,8,7,topcow_ct_005,TopBrain-CT
adaptive,67,74,0,14.995155845581378,13.1468252212164,1.8483306243649782,0.14087686074213623,61,54,topcow_ct_005,TopBrain-CT
adaptive,68,69,0,20.409067143486073,17.90976295464357,2.4993041888425047,1.5422275612008105,83,73,topcow_ct_005,TopBrain-CT
adaptive,68,69,1,1.899998970766913,1.620580679349612,0.2794182914173009,0.17241862437199973,9,8,topcow_ct_005,TopBrain-CT
adaptive,68,128,0,27.446755571772812,22.96733900570891,4.4794165660639,0.22513335103201504,111,93,topcow_ct_005,TopBrain-CT
adaptive,69,72,0,11.814393044904172,9.944588491020822,1.86980455388335,0.19210257337632067,49,41,topcow_ct_005,TopBrain-CT
adaptive,70,70,0,27.23542973379399,22.948205410153644,4.287224323640345,nan,110,93,topcow_ct_005,TopBrain-CT
adaptive,70,124,0,8.517622775488784,6.543297191168756,1.9743255843200274,0.30503361263321777,36,28,topcow_ct_005,TopBrain-CT
adaptive,71,72,0,5.5985753398436975,4.5234375,1.0751378398436975,0.2376815949913528,24,20,topcow_ct_005,TopBrain-CT
adaptive,71,73,0,28.62296798921851,23.85741906424943,4.765548924969078,0.6700645374776337,116,97,topcow_ct_005,TopBrain-CT
adaptive,72,73,0,6.858880307666241,5.714047208288737,1.1448330993775038,0.2114257500001922,29,24,topcow_ct_005,TopBrain-CT
adaptive,73,125,0,15.898319229543866,14.083324446262157,1.8149947832817084,0.13103402322520774,65,58,topcow_ct_005,TopBrain-CT
adaptive,73,126,0,12.84330002686864,10.551443664209879,2.291856362658761,0.21886935761023626,53,44,topcow_ct_005,TopBrain-CT
adaptive,74,75,0,18.59705506588407,14.699093190956154,3.8979618749279172,0.36675201144153813,76,60,topcow_ct_005,TopBrain-CT
adaptive,74,75,1,17.476840832690804,14.582917190669972,2.893923642020832,0.27228391419015324,71,60,topcow_ct_005,TopBrain-CT
adaptive,75,127,0,15.11454043622501,12.776997079053842,2.3375433571711675,0.19581833742493648,62,53,topcow_ct_005,TopBrain-CT
adaptive,75,129,0,12.373132859723302,9.949781855673244,2.4233510040500583,0.24487954360603134,51,41,topcow_ct_005,TopBrain-CT
adaptive,87,89,0,23.079913314319562,18.365222132238678,4.714691182080884,0.3043566219753836,94,75,topcow_ct_005,TopBrain-CT
adaptive,118,119,0,20.92580891582503,16.414787731088733,4.511021184736297,0.3477456672273584,85,67,topcow_ct_005,TopBrain-CT
dense,0,1,0,6.730271196042709,6.730271196042709,0.0,0.0,28,28,topcow_ct_005,TopBrain-CT
dense,0,2,0,14.85100779628403,14.85100779628403,0.0,0.0,61,61,topcow_ct_005,TopBrain-CT
dense,0,78,0,4.7619111577918565,4.7619111577918565,0.0,0.0,21,21,topcow_ct_005,TopBrain-CT
dense,1,11,0,15.55276711827685,15.55276711827685,0.0,0.0,64,64,topcow_ct_005,TopBrain-CT
dense,1,77,0,10.255704847761166,10.255704847761166,0.0,0.0,43,43,topcow_ct_005,TopBrain-CT
dense,2,6,0,27.468581735638065,27.468581735638065,0.0,0.0,111,111,topcow_ct_005,TopBrain-CT
dense,2,76,0,14.46536610815879,14.46536610815879,0.0,0.0,59,59,topcow_ct_005,TopBrain-CT
dense,3,14,0,16.325814656527704,16.325814656527704,0.0,0.0,67,67,topcow_ct_005,TopBrain-CT
dense,3,80,0,11.169963140520904,11.169963140520904,0.0,0.0,46,46,topcow_ct_005,TopBrain-CT
dense,3,81,0,10.393794284506551,10.393794284506551,0.0,0.0,43,43,topcow_ct_005,TopBrain-CT
dense,4,5,0,9.049405288551213,9.049405288551213,0.0,0.0,38,38,topcow_ct_005,TopBrain-CT
dense,4,5,1,19.273425455360837,19.273425455360837,0.0,0.0,79,79,topcow_ct_005,TopBrain-CT
dense,4,17,0,25.614914977256372,25.614914977256372,0.0,0.0,104,104,topcow_ct_005,TopBrain-CT
dense,4,82,0,12.031830608343448,12.031830608343448,0.0,0.0,50,50,topcow_ct_005,TopBrain-CT
dense,5,8,0,11.471714969502761,11.471714969502761,0.0,0.0,47,47,topcow_ct_005,TopBrain-CT
dense,6,7,0,7.9112264134010335,7.9112264134010335,0.0,0.0,33,33,topcow_ct_005,TopBrain-CT
dense,6,12,0,7.885785991746815,7.885785991746815,0.0,0.0,33,33,topcow_ct_005,TopBrain-CT
dense,7,8,0,1.698531649874385,1.698531649874385,0.0,0.0,8,8,topcow_ct_005,TopBrain-CT
dense,7,83,0,5.723824374049886,5.723824374049886,0.0,0.0,24,24,topcow_ct_005,TopBrain-CT
dense,8,9,0,7.514544553157358,7.514544553157358,0.0,0.0,32,32,topcow_ct_005,TopBrain-CT
dense,9,10,0,3.4049290411952224,3.4049290411952224,0.0,0.0,15,15,topcow_ct_005,TopBrain-CT
dense,9,11,0,31.019161927064186,31.019161927064186,0.0,0.0,126,126,topcow_ct_005,TopBrain-CT
dense,10,13,0,12.212830544904172,12.212830544904172,0.0,0.0,50,50,topcow_ct_005,TopBrain-CT
dense,10,79,0,62.53178095233296,62.53178095233296,0.0,0.0,252,252,topcow_ct_005,TopBrain-CT
dense,11,13,0,9.87899217489895,9.87899217489895,0.0,0.0,41,41,topcow_ct_005,TopBrain-CT
dense,12,13,0,30.32936538053935,30.32936538053935,0.0,0.0,123,123,topcow_ct_005,TopBrain-CT
dense,12,15,0,5.917425953495961,5.917425953495961,0.0,0.0,25,25,topcow_ct_005,TopBrain-CT
dense,13,85,0,12.54867008425532,12.54867008425532,0.0,0.0,52,52,topcow_ct_005,TopBrain-CT
dense,14,20,0,33.10699937044208,33.10699937044208,0.0,0.0,134,134,topcow_ct_005,TopBrain-CT
dense,14,84,0,3.3127405119621356,3.3127405119621356,0.0,0.0,15,15,topcow_ct_005,TopBrain-CT
dense,15,16,0,4.133442973711283,4.133442973711283,0.0,0.0,18,18,topcow_ct_005,TopBrain-CT
dense,15,19,0,2.531835754508883,2.531835754508883,0.0,0.0,12,12,topcow_ct_005,TopBrain-CT
dense,16,18,0,2.8857396487740905,2.8857396487740905,0.0,0.0,13,13,topcow_ct_005,TopBrain-CT
dense,16,19,0,4.460398088463841,4.460398088463841,0.0,0.0,19,19,topcow_ct_005,TopBrain-CT
dense,17,18,0,1.899998970766913,1.899998970766913,0.0,0.0,9,9,topcow_ct_005,TopBrain-CT
dense,17,20,0,3.2889130502129884,3.2889130502129884,0.0,0.0,15,15,topcow_ct_005,TopBrain-CT
dense,18,22,0,6.218939022823976,6.218939022823976,0.0,0.0,26,26,topcow_ct_005,TopBrain-CT
dense,19,21,0,3.1191389325160603,3.1191389325160603,0.0,0.0,14,14,topcow_ct_005,TopBrain-CT
dense,20,22,0,16.643050686504566,16.643050686504566,0.0,0.0,68,68,topcow_ct_005,TopBrain-CT
dense,21,22,0,1.69042714877409,1.69042714877409,0.0,0.0,8,8,topcow_ct_005,TopBrain-CT
dense,21,23,0,2.7254373339549582,2.7254373339549582,0.0,0.0,12,12,topcow_ct_005,TopBrain-CT
dense,23,24,0,23.926049299249197,23.926049299249197,0.0,0.0,97,97,topcow_ct_005,TopBrain-CT
dense,23,24,1,8.115816675827388,8.115816675827388,0.0,0.0,34,34,topcow_ct_005,TopBrain-CT
dense,24,25,0,10.609856023924271,10.609856023924271,0.0,0.0,44,44,topcow_ct_005,TopBrain-CT
dense,25,26,0,1.501561470766913,1.501561470766913,0.0,0.0,8,8,topcow_ct_005,TopBrain-CT
dense,25,32,0,18.619515225855718,18.619515225855718,0.0,0.0,76,76,topcow_ct_005,TopBrain-CT
dense,26,27,0,5.755756336899329,5.755756336899329,0.0,0.0,25,25,topcow_ct_005,TopBrain-CT
dense,26,90,0,9.362152698987078,9.362152698987078,0.0,0.0,39,39,topcow_ct_005,TopBrain-CT
dense,27,31,0,19.195345303101206,19.195345303101206,0.0,0.0,78,78,topcow_ct_005,TopBrain-CT
dense,27,91,0,19.213701530577588,19.213701530577588,0.0,0.0,78,78,topcow_ct_005,TopBrain-CT
dense,28,31,0,59.207613939657804,59.207613939657804,0.0,0.0,238,238,topcow_ct_005,TopBrain-CT
dense,28,88,0,32.7171629447224,32.7171629447224,0.0,0.0,132,132,topcow_ct_005,TopBrain-CT
dense,28,92,0,39.421442409252066,39.421442409252066,0.0,0.0,159,159,topcow_ct_005,TopBrain-CT
dense,29,48,0,156.5482669835708,156.5482669835708,0.0,0.0,628,628,topcow_ct_005,TopBrain-CT
dense,29,97,0,104.76094086009746,104.76094086009746,0.0,0.0,421,421,topcow_ct_005,TopBrain-CT
dense,29,102,0,4.133442973711283,4.133442973711283,0.0,0.0,18,18,topcow_ct_005,TopBrain-CT
dense,30,39,0,34.888596365297126,34.888596365297126,0.0,0.0,141,141,topcow_ct_005,TopBrain-CT
dense,30,41,0,20.593391089043763,20.593391089043763,0.0,0.0,84,84,topcow_ct_005,TopBrain-CT
dense,30,86,0,52.97608179619253,52.97608179619253,0.0,0.0,213,213,topcow_ct_005,TopBrain-CT
dense,31,44,0,8.416201203031742,8.416201203031742,0.0,0.0,35,35,topcow_ct_005,TopBrain-CT
dense,32,57,0,22.29305128104181,22.29305128104181,0.0,0.0,91,91,topcow_ct_005,TopBrain-CT
dense,32,96,0,57.05454325941928,57.05454325941928,0.0,0.0,230,230,topcow_ct_005,TopBrain-CT
dense,33,43,0,23.883910200688092,23.883910200688092,0.0,0.0,97,97,topcow_ct_005,TopBrain-CT
dense,33,93,0,9.346182456440332,9.346182456440332,0.0,0.0,39,39,topcow_ct_005,TopBrain-CT
dense,33,94,0,9.958927679872053,9.958927679872053,0.0,0.0,41,41,topcow_ct_005,TopBrain-CT
dense,34,37,0,4.7619111577918565,4.7619111577918565,0.0,0.0,21,21,topcow_ct_005,TopBrain-CT
dense,34,40,0,7.000091062175124,7.000091062175124,0.0,0.0,30,30,topcow_ct_005,TopBrain-CT
dense,34,40,1,3.189647225275796,3.189647225275796,0.0,0.0,14,14,topcow_ct_005,TopBrain-CT
dense,34,98,0,3.026950403282973,3.026950403282973,0.0,0.0,14,14,topcow_ct_005,TopBrain-CT
dense,35,41,0,7.67982152906923,7.67982152906923,0.0,0.0,32,32,topcow_ct_005,TopBrain-CT
dense,35,44,0,18.168970251236797,18.168970251236797,0.0,0.0,74,74,topcow_ct_005,TopBrain-CT
dense,35,95,0,10.082800890056685,10.082800890056685,0.0,0.0,42,42,topcow_ct_005,TopBrain-CT
dense,36,37,0,16.67997435493486,16.67997435493486,0.0,0.0,68,68,topcow_ct_005,TopBrain-CT
dense,36,101,0,12.525816714993876,12.525816714993876,0.0,0.0,52,52,topcow_ct_005,TopBrain-CT
dense,36,104,0,3.026950403282973,3.026950403282973,0.0,0.0,14,14,topcow_ct_005,TopBrain-CT
dense,37,40,0,3.8238254032829735,3.8238254032829735,0.0,0.0,17,17,topcow_ct_005,TopBrain-CT
dense,38,42,0,9.65741298677371,9.65741298677371,0.0,0.0,40,40,topcow_ct_005,TopBrain-CT
dense,38,100,0,17.314729765206867,17.314729765206867,0.0,0.0,71,71,topcow_ct_005,TopBrain-CT
dense,38,107,0,27.85880487556625,27.85880487556625,0.0,0.0,113,113,topcow_ct_005,TopBrain-CT
dense,39,43,0,1.336523254508883,1.336523254508883,0.0,0.0,7,7,topcow_ct_005,TopBrain-CT
dense,39,45,0,2.838084725275796,2.838084725275796,0.0,0.0,13,13,topcow_ct_005,TopBrain-CT
dense,41,55,0,20.447784529477293,20.447784529477293,0.0,0.0,83,83,topcow_ct_005,TopBrain-CT
dense,42,103,0,2.15722571625803,2.15722571625803,0.0,0.0,10,10,topcow_ct_005,TopBrain-CT
dense,42,106,0,55.6477504718045,55.6477504718045,0.0,0.0,224,224,topcow_ct_005,TopBrain-CT
dense,43,45,0,2.8142572635266485,2.8142572635266485,0.0,0.0,13,13,topcow_ct_005,TopBrain-CT
dense,44,47,0,2.673046509017766,2.673046509017766,0.0,0.0,12,12,topcow_ct_005,TopBrain-CT
dense,44,99,0,5.469966228220166,5.469966228220166,0.0,0.0,23,23,topcow_ct_005,TopBrain-CT
dense,45,51,0,7.561225384167947,7.561225384167947,0.0,0.0,32,32,topcow_ct_005,TopBrain-CT
dense,45,55,0,34.09136422442771,34.09136422442771,0.0,0.0,138,138,topcow_ct_005,TopBrain-CT
dense,46,50,0,11.09793796765869,11.09793796765869,0.0,0.0,46,46,topcow_ct_005,TopBrain-CT
dense,46,53,0,18.59417088400409,18.59417088400409,0.0,0.0,76,76,topcow_ct_005,TopBrain-CT
dense,46,105,0,5.6366174043832675,5.6366174043832675,0.0,0.0,24,24,topcow_ct_005,TopBrain-CT
dense,47,58,0,72.85453468809328,72.85453468809328,0.0,0.0,293,293,topcow_ct_005,TopBrain-CT
dense,47,115,0,30.579854926707668,30.579854926707668,0.0,0.0,124,124,topcow_ct_005,TopBrain-CT
dense,48,49,0,3.962694763526649,3.962694763526649,0.0,0.0,17,17,topcow_ct_005,TopBrain-CT
dense,48,109,0,2.8938441498743845,2.8938441498743845,0.0,0.0,13,13,topcow_ct_005,TopBrain-CT
dense,49,50,0,4.996329124685962,4.996329124685962,0.0,0.0,21,21,topcow_ct_005,TopBrain-CT
dense,49,111,0,3.88432072932046,3.88432072932046,0.0,0.0,17,17,topcow_ct_005,TopBrain-CT
dense,50,53,0,2.1857890794460753,2.1857890794460753,0.0,0.0,10,10,topcow_ct_005,TopBrain-CT
dense,51,52,0,13.04476734776117,13.04476734776117,0.0,0.0,54,54,topcow_ct_005,TopBrain-CT
dense,51,52,1,2.696873970766913,2.696873970766913,0.0,0.0,12,12,topcow_ct_005,TopBrain-CT
dense,52,54,0,15.209114950387734,15.209114950387734,0.0,0.0,62,62,topcow_ct_005,TopBrain-CT
dense,53,112,0,3.1477022957041054,3.1477022957041054,0.0,0.0,14,14,topcow_ct_005,TopBrain-CT
dense,54,113,0,5.216108082390445,5.216108082390445,0.0,0.0,22,22,topcow_ct_005,TopBrain-CT
dense,54,116,0,8.049456906227343,8.049456906227343,0.0,0.0,34,34,topcow_ct_005,TopBrain-CT
dense,55,121,0,58.69624368863445,58.69624368863445,0.0,0.0,236,236,topcow_ct_005,TopBrain-CT
dense,56,58,0,14.44315323008504,14.44315323008504,0.0,0.0,59,59,topcow_ct_005,TopBrain-CT
dense,56,108,0,50.10767116949864,50.10767116949864,0.0,0.0,202,202,topcow_ct_005,TopBrain-CT
dense,56,110,0,5.381146298648475,5.381146298648475,0.0,0.0,23,23,topcow_ct_005,TopBrain-CT
dense,57,59,0,18.51946947742023,18.51946947742023,0.0,0.0,76,76,topcow_ct_005,TopBrain-CT
dense,57,114,0,29.27976077683329,29.27976077683329,0.0,0.0,119,119,topcow_ct_005,TopBrain-CT
dense,58,117,0,3.6826146487740905,3.6826146487740905,0.0,0.0,16,16,topcow_ct_005,TopBrain-CT
dense,59,60,0,10.703164573036965,10.703164573036965,0.0,0.0,44,44,topcow_ct_005,TopBrain-CT
dense,59,61,0,11.905020103370347,11.905020103370347,0.0,0.0,49,49,topcow_ct_005,TopBrain-CT
dense,60,62,0,7.603364482729049,7.603364482729049,0.0,0.0,32,32,topcow_ct_005,TopBrain-CT
dense,60,120,0,8.94774495644033,8.94774495644033,0.0,0.0,37,37,topcow_ct_005,TopBrain-CT
dense,61,63,0,10.640566612388113,10.640566612388113,0.0,0.0,44,44,topcow_ct_005,TopBrain-CT
dense,61,123,0,16.697294854771005,16.697294854771005,0.0,0.0,68,68,topcow_ct_005,TopBrain-CT
dense,62,64,0,6.319232053157358,6.319232053157358,0.0,0.0,27,27,topcow_ct_005,TopBrain-CT
dense,62,65,0,4.765279757453253,4.765279757453253,0.0,0.0,21,21,topcow_ct_005,TopBrain-CT
dense,63,65,0,1.9238264325160603,1.9238264325160603,0.0,0.0,9,9,topcow_ct_005,TopBrain-CT
dense,63,66,0,4.596872941533826,4.596872941533826,0.0,0.0,20,20,topcow_ct_005,TopBrain-CT
dense,64,70,0,12.784172002608656,12.784172002608656,0.0,0.0,53,53,topcow_ct_005,TopBrain-CT
dense,64,122,0,55.73477179472576,55.73477179472576,0.0,0.0,224,224,topcow_ct_005,TopBrain-CT
dense,65,72,0,30.246841199403143,30.246841199403143,0.0,0.0,122,122,topcow_ct_005,TopBrain-CT
dense,66,67,0,37.016963212650225,37.016963212650225,0.0,0.0,150,150,topcow_ct_005,TopBrain-CT
dense,66,71,0,11.015176650638967,11.015176650638967,0.0,0.0,46,46,topcow_ct_005,TopBrain-CT
dense,67,68,0,1.734960754508883,1.734960754508883,0.0,0.0,8,8,topcow_ct_005,TopBrain-CT
dense,67,74,0,14.995155845581378,14.995155845581378,0.0,0.0,61,61,topcow_ct_005,TopBrain-CT
dense,68,69,0,20.409067143486073,20.409067143486073,0.0,0.0,83,83,topcow_ct_005,TopBrain-CT
dense,68,69,1,1.899998970766913,1.899998970766913,0.0,0.0,9,9,topcow_ct_005,TopBrain-CT
dense,68,128,0,27.446755571772812,27.446755571772812,0.0,0.0,111,111,topcow_ct_005,TopBrain-CT
dense,69,72,0,11.814393044904172,11.814393044904172,0.0,0.0,49,49,topcow_ct_005,TopBrain-CT
dense,70,70,0,27.23542973379399,27.23542973379399,0.0,nan,110,110,topcow_ct_005,TopBrain-CT
dense,70,124,0,8.517622775488784,8.517622775488784,0.0,0.0,36,36,topcow_ct_005,TopBrain-CT
dense,71,72,0,5.5985753398436975,5.5985753398436975,0.0,0.0,24,24,topcow_ct_005,TopBrain-CT
dense,71,73,0,28.62296798921851,28.62296798921851,0.0,0.0,116,116,topcow_ct_005,TopBrain-CT
dense,72,73,0,6.858880307666241,6.858880307666241,0.0,0.0,29,29,topcow_ct_005,TopBrain-CT
dense,73,125,0,15.898319229543866,15.898319229543866,0.0,0.0,65,65,topcow_ct_005,TopBrain-CT
dense,73,126,0,12.84330002686864,12.84330002686864,0.0,0.0,53,53,topcow_ct_005,TopBrain-CT
